teams,def_coef
Arsenal,-1.1799212594326618
Aston Villa,-0.8161669995186257
Bournemouth,-0.5430304378381849
Brentford,-0.7376918327074073
Brighton,-0.7669975376447342
Burnley,-0.5302185426529541
Chelsea,-0.7554150269638622
Crystal Palace,-0.726534024938374
Everton,-0.7499426114869805
Fulham,-0.7421965531298629
Liverpool,-1.134794486718702
Luton Town,-0.36955251738215
Manchester City,-1.2183994284628272
Manchester Utd,-0.8192378616654888
Newcastle Utd,-0.793410383286403
Nott'ham Forest,-0.5967710146172559
Sheffield Utd,-0.18002711736611865
Tottenham,-0.729039810038377
West Ham,-0.604994545368761
Wolves,-0.7625590741955927
