teams,att_coef
Arsenal,1.4007011575054233
Aston Villa,1.1290454451814558
Bournemouth,0.7988969329806461
Brentford,0.9839206206506266
Brighton,1.1067018705829588
Burnley,0.6378848413098942
Chelsea,1.0484630032956066
Crystal Palace,0.7644122972714823
Everton,0.6496030048952066
Fulham,0.973911189379283
Liverpool,1.4174382855263037
Luton Town,0.9863876773741768
Manchester City,1.5135936407724424
Manchester Utd,1.0741495904195744
Newcastle Utd,1.2066301603659646
Nott'ham Forest,0.761720274160041
Sheffield Utd,0.6508333137980078
Tottenham,1.2319429791517602
West Ham,0.9832934276806387
Wolves,0.680470287698508
