teams,def_coef
Arsenal,-1.035256696412464
Aston Villa,-0.9870525148747809
Bournemouth,-0.5768876921628203
Brentford,-0.9483940952317461
Brighton,-0.8853804514696391
Chelsea,-1.0252130864137547
Crystal Palace,-0.9792261128135946
Everton,-0.797697943210838
Fulham,-0.8993787848522978
Leeds United,-0.5299344995540326
Leicester City,-0.5795769104175437
Liverpool,-1.0414001371611195
Manchester City,-1.2666814147794494
Manchester Utd,-1.0655263364141927
Newcastle Utd,-1.3159799352941983
Nott'ham Forest,-0.5903853991755766
Southampton,-0.5988204220722152
Tottenham,-0.6936629458833751
West Ham,-0.8457884560461586
Wolves,-0.8468423034223697
