teams,def_coef
Arsenal,-0.9879652261757891
Aston Villa,-0.9160188684024739
Bournemouth,-0.6252527291619485
Brentford,-0.9750882164727714
Brighton,-0.9305293781578178
Burnley,-0.8510450123896525
Chelsea,-1.205857021382484
Crystal Palace,-0.9902698540195095
Everton,-0.7760681777646318
Fulham,-0.8903359578263559
Liverpool,-1.2369826322885413
Luton Town,-0.3874648753409067
Manchester City,-1.4605973386874465
Manchester Utd,-0.9410549361236277
Newcastle Utd,-1.0269064232424423
Nott'ham Forest,-0.7184493780437845
Sheffield Utd,-0.18371764852436198
Tottenham,-0.9742124276678643
West Ham,-0.9115518196479668
Wolves,-0.9709720753655157
