teams,att_coef
Arsenal,1.2904641694718761
Aston Villa,1.3402450040089986
Bournemouth,0.776693553820527
Brentford,1.060171325987241
Brighton,1.2692327469178502
Burnley,0.7581016374753101
Chelsea,1.2153614812696416
Crystal Palace,0.6180334556476159
Everton,0.7128315639387094
Fulham,0.8794149706937203
Liverpool,1.3987645731688063
Luton Town,0.649460288979202
Manchester City,1.53853029768593
Manchester Utd,0.8015067840613248
Newcastle Utd,1.3851352417812004
Nott'ham Forest,0.7302325387036351
Sheffield Utd,0.3426700163496052
Tottenham,1.2385301357751377
West Ham,1.0591657310416533
Wolves,0.9354544832220186
