teams,def_coef
Arsenal,-0.978650217658612
Aston Villa,-0.8946331543639995
Bournemouth,-0.605083172473354
Brentford,-0.981971077545749
Brighton,-0.9192572163083109
Burnley,-0.8212701583753176
Chelsea,-1.1829867055860313
Crystal Palace,-0.9865738998296756
Everton,-0.751259445864265
Fulham,-0.8545887123646423
Liverpool,-1.2399260956557296
Luton Town,-0.18886985212078986
Manchester City,-1.4459868132024745
Manchester Utd,-0.9418976606351424
Newcastle Utd,-0.9945464180944444
Nott'ham Forest,-0.6969342227223403
Sheffield Utd,-0.5668105704681793
Tottenham,-0.9712951304261199
West Ham,-0.9181695782972206
Wolves,-0.9791713261011478
