teams,att_coef
Arsenal,1.4251527251575689
Aston Villa,1.099524382221417
Bournemouth,0.6365847528611766
Brentford,1.0671572608647497
Brighton,1.2233359945350235
Burnley,0.7021089411015721
Chelsea,0.9813061013439222
Crystal Palace,0.8481266842593964
Everton,0.6814776034153546
Fulham,1.0094156541244745
Liverpool,1.489569427474347
Luton Town,0.4796182484756532
Manchester City,1.6344018118597912
Manchester Utd,1.1688306228583232
Newcastle Utd,1.1888233953473157
Nott'ham Forest,0.7758111332085377
Sheffield Utd,0.7238428079004555
Tottenham,1.2813178782647503
West Ham,1.0214818063461661
Wolves,0.5621127683800042
