teams,att_coef
Arsenal,1.565882424770607
Aston Villa,1.0151265370450724
Bournemouth,0.7833829332453368
Brentford,1.1292518051285323
Brighton,1.3517362026185082
Chelsea,0.6213826790297379
Crystal Palace,0.7617118853181496
Everton,0.48266108662889984
Fulham,0.9921235282470312
Leeds United,0.9557801034404844
Leicester City,1.013600073530251
Liverpool,1.3741263540899187
Manchester City,1.6697154404118442
Manchester Utd,1.117065448163944
Newcastle Utd,1.3140498564270806
Nott'ham Forest,0.6041685683469041
Southampton,0.5278362061918654
Tottenham,1.3479918494984058
West Ham,0.8186735635034217
Wolves,0.5537334543640046
