teams,att_coef
Arsenal,1.3990359072725973
Aston Villa,1.124790303527168
Bournemouth,0.8088672424101134
Brentford,0.9759862973381898
Brighton,1.068568047870891
Burnley,0.6724800063256596
Chelsea,1.1057877291645026
Crystal Palace,0.8438337976423281
Everton,0.639830976536754
Fulham,0.9447786156497296
Liverpool,1.4043277889096812
Luton Town,0.9534704193542644
Manchester City,1.5380822725686814
Manchester Utd,1.0516432871140466
Newcastle Utd,1.2202149445971353
Nott'ham Forest,0.7710571623987682
Sheffield Utd,0.6148293041245751
Tottenham,1.2161897539555246
West Ham,0.9779973703140432
Wolves,0.6682287729253469
