teams,def_coef
Arsenal,-1.084668110909463
Aston Villa,-0.834990183159734
Bournemouth,-0.5749752826559131
Brentford,-0.8340557466593576
Brighton,-0.8208227364407242
Burnley,-0.6436284408796302
Chelsea,-0.9305514251086462
Crystal Palace,-0.8490782827894606
Everton,-0.7825041170777387
Fulham,-0.7766985103004207
Liverpool,-1.149063570070677
Luton Town,-0.397576578958427
Manchester City,-1.3210091411710958
Manchester Utd,-0.8394294712891779
Newcastle Utd,-0.8427395264916745
Nott'ham Forest,-0.6141231605060661
Sheffield Utd,-0.1843858306189431
Tottenham,-0.8142840067051643
West Ham,-0.7119806320735149
Wolves,-0.829065514453023
