teams,att_coef
Arsenal,1.530795743796557
Aston Villa,1.4034850634238873
Bournemouth,0.5066787695003371
Brentford,1.1405792361480604
Brighton,1.4500553628327724
Burnley,0.5809150938228742
Chelsea,0.8524155335796483
Crystal Palace,0.5810374906816957
Everton,0.7149555592294856
Fulham,0.7586548676667061
Liverpool,1.4478581860760413
Luton Town,0.6246675005523405
Manchester City,1.5152845924810971
Manchester Utd,0.9753376721549097
Newcastle Utd,1.5152583059384441
Nott'ham Forest,0.7306430938764653
Sheffield Utd,0.4581812545143589
Tottenham,1.3086101793246523
West Ham,1.0478477769919967
Wolves,0.8567387174076724
