teams,def_coef
Arsenal,-1.0459140097536817
Aston Villa,-0.8287671559416123
Bournemouth,-0.5554633276853123
Brentford,-0.8124337093380861
Brighton,-0.822382872059092
Burnley,-0.6438095268337
Chelsea,-0.9364623407886051
Crystal Palace,-0.8278534403359794
Everton,-0.7668103247150039
Fulham,-0.7832622106880986
Liverpool,-1.1734845591794674
Luton Town,-0.4437900921714915
Manchester City,-1.287906105584351
Manchester Utd,-0.856549746158352
Newcastle Utd,-0.8405187654531011
Nott'ham Forest,-0.6203342182075424
Sheffield Utd,-0.23421600784776725
Tottenham,-0.8328237685998023
West Ham,-0.749707226565306
Wolves,-0.8553141002549446
