teams,att_coef
Arsenal,1.37834017845667
Aston Villa,1.2964987295427466
Bournemouth,0.8973084676139195
Brentford,0.979631705935439
Brighton,1.250316577387332
Burnley,0.6062592367754079
Chelsea,1.0267013475248303
Crystal Palace,0.6611374455099334
Everton,0.8503245492832369
Fulham,1.1077495968959663
Liverpool,1.3360677925365434
Luton Town,0.8522400954717336
Manchester City,1.5059264962689858
Manchester Utd,0.8263421688390031
Newcastle Utd,1.3527146412180178
Nott'ham Forest,0.6590605508251243
Sheffield Utd,0.2911469223194052
Tottenham,1.2969848188125397
West Ham,1.077063115460778
Wolves,0.7481855633223855
