teams,def_coef
Arsenal,-0.8863064757568181
Aston Villa,-0.7126758355857581
Bournemouth,-0.3356837421724084
Brentford,-0.5987120621323417
Brighton,-0.6680887348386928
Burnley,-0.6232591108576689
Chelsea,-0.8674386679675009
Crystal Palace,-0.6045120057641747
Everton,-0.5765406190366689
Fulham,-0.6632717463964228
Liverpool,-0.905715531882102
Luton Town,-0.31371918158292067
Manchester City,-1.171938052343029
Manchester Utd,-0.621162550869622
Newcastle Utd,-0.6173785240188535
Nott'ham Forest,-0.4135854767940362
Sheffield Utd,-0.14839661328598752
Tottenham,-0.6319808020352489
West Ham,-0.5976997480173425
Wolves,-0.6530674076011023
