teams,def_coef
Arsenal,-1.0814847997592973
Aston Villa,-0.8339790250425818
Bournemouth,-0.5550313905247146
Brentford,-0.7938948470095518
Brighton,-0.8007343273099105
Burnley,-0.6430304373360445
Chelsea,-0.9248057640975383
Crystal Palace,-0.8089718659696822
Everton,-0.7507432494856254
Fulham,-0.7939579977913028
Liverpool,-1.092989229532324
Luton Town,-0.3870530791821374
Manchester City,-1.3205576456737782
Manchester Utd,-0.8025205367756408
Newcastle Utd,-0.8152929600531159
Nott'ham Forest,-0.5981047435352999
Sheffield Utd,-0.1681014904442754
Tottenham,-0.7760456576088083
West Ham,-0.6825673670669886
Wolves,-0.8110003405495486
