teams,att_coef
Arsenal,1.5603149027066778
Aston Villa,0.9792238298774263
Bournemouth,0.7448510116847026
Brentford,1.0874413197647197
Brighton,1.3224422669654807
Chelsea,0.6841413632558349
Crystal Palace,0.730650352134097
Everton,0.610706109385602
Fulham,1.0517831613981885
Leeds United,0.9656758621929591
Leicester City,1.0404276722643528
Liverpool,1.3424210993434438
Manchester City,1.6296067603692306
Manchester Utd,1.0820861300783973
Newcastle Utd,1.2732082655330266
Nott'ham Forest,0.7108361830757405
Southampton,0.5581935916709547
Tottenham,1.3069405131396419
West Ham,0.7989178599313022
Wolves,0.5201317452282199
