teams,def_coef
Arsenal,-1.082280826984103
Aston Villa,-0.9958827451078641
Bournemouth,-0.5832245980644293
Brentford,-0.937046738052687
Brighton,-0.8364222803969923
Chelsea,-1.032848499206555
Crystal Palace,-0.9862548468586477
Everton,-0.8171958389858318
Fulham,-0.9060421564923243
Leeds United,-0.53763667224042
Leicester City,-0.5979657462662517
Liverpool,-1.017119912508521
Manchester City,-1.2524386761376924
Manchester Utd,-1.074400837317976
Newcastle Utd,-1.323668237513224
Nott'ham Forest,-0.5958527412102362
Southampton,-0.6073100006784063
Tottenham,-0.7009510782797681
West Ham,-0.8551378236338872
Wolves,-0.8519621253612509
