teams,att_coef
Arsenal,1.4356756123072967
Aston Villa,1.1553797890922832
Bournemouth,0.7655524602065789
Brentford,0.968933749384172
Brighton,1.1090389437494519
Burnley,0.6723781663600901
Chelsea,0.9752536329012206
Crystal Palace,0.7461630474763921
Everton,0.6691678627112904
Fulham,0.9317349821652423
Liverpool,1.4462911130735214
Luton Town,1.0064383947887758
Manchester City,1.5425908259009362
Manchester Utd,1.0734051468390007
Newcastle Utd,1.2444710954216607
Nott'ham Forest,0.8118722177719618
Sheffield Utd,0.5526739043854657
Tottenham,1.2251105104476039
West Ham,0.9469121958857115
Wolves,0.7209563491313447
