teams,att_coef
Arsenal,1.387134030059876
Aston Villa,1.267263381603261
Bournemouth,0.8769987336849798
Brentford,0.9651354764174245
Brighton,1.2676008996618944
Burnley,0.6617768406591895
Chelsea,1.0462944601733246
Crystal Palace,0.5692509369357939
Everton,0.8095590751433082
Fulham,1.1268616668686475
Liverpool,1.3716858812438444
Luton Town,0.8418143144961304
Manchester City,1.4977950075733308
Manchester Utd,0.842595354770563
Newcastle Utd,1.3188974965012388
Nott'ham Forest,0.7102071483040442
Sheffield Utd,0.3473261410365384
Tottenham,1.2834850817010153
West Ham,1.025809548684945
Wolves,0.7825085244806514
