teams,def_coef
Arsenal,-1.0075003769890165
Aston Villa,-0.8671437811660243
Bournemouth,-0.5465082581120966
Brentford,-0.8279448229738218
Brighton,-0.8259861795432698
Burnley,-0.6663448711610384
Chelsea,-0.9967147056529347
Crystal Palace,-0.8291684339383661
Everton,-0.7730206749454668
Fulham,-0.7751297009480457
Liverpool,-1.1838072326778912
Luton Town,-0.4740936084801125
Manchester City,-1.276024947153603
Manchester Utd,-0.894572192725295
Newcastle Utd,-0.8613140342795444
Nott'ham Forest,-0.6218931238793312
Sheffield Utd,-0.24614764066813638
Tottenham,-0.8518880610502213
West Ham,-0.7819541020902089
Wolves,-0.88015593687374
