teams,def_coef
Arsenal,-1.037960987812017
Aston Villa,-0.9896205077674465
Bournemouth,-0.5795624800815419
Brentford,-0.9512139062500429
Brighton,-0.8455032889539545
Chelsea,-1.0268373073105568
Crystal Palace,-0.9818533843446542
Everton,-0.800394893347375
Fulham,-0.902042304875113
Leeds United,-0.5326174362168055
Leicester City,-0.5809767785262273
Liverpool,-1.044119902198741
Manchester City,-1.2693672687585993
Manchester Utd,-1.0682289808648597
Newcastle Utd,-1.3182686524418619
Nott'ham Forest,-0.5931426454861525
Southampton,-0.6014218536291194
Tottenham,-0.696423554246774
West Ham,-0.8484927739182586
Wolves,-0.8495079265129708
