teams,att_coef
Arsenal,1.474099328777715
Aston Villa,1.4249088154481089
Bournemouth,0.523859222547193
Brentford,1.2023416299472158
Brighton,1.4290333503766715
Burnley,0.4186673788698959
Chelsea,0.8693541014648349
Crystal Palace,0.5990869450224348
Everton,0.6778353394854102
Fulham,0.5548149198375236
Liverpool,1.4056407078917263
Luton Town,0.6743930583238074
Manchester City,1.5567476770557314
Manchester Utd,0.8553022067312319
Newcastle Utd,1.5332309931840828
Nott'ham Forest,0.7972333208013217
Sheffield Utd,0.6390052299370271
Tottenham,1.3293699457664767
West Ham,1.1298123057657963
Wolves,0.9052635227657926
