teams,def_coef
Arsenal,-1.012477339414837
Aston Villa,-0.8554732879839412
Bournemouth,-0.5788482877038507
Brentford,-0.8197937388947009
Brighton,-0.8182648310612386
Burnley,-0.6489862823071522
Chelsea,-0.9950749873629569
Crystal Palace,-0.8304841635948716
Everton,-0.77316712146249
Fulham,-0.8020815311953737
Liverpool,-1.1939342183966961
Luton Town,-0.4399887963862998
Manchester City,-1.298391601751449
Manchester Utd,-0.8844460526343539
Newcastle Utd,-0.8593370664005308
Nott'ham Forest,-0.620256010338607
Sheffield Utd,-0.26446315522130814
Tottenham,-0.8494315489765005
West Ham,-0.7800260988697304
Wolves,-0.880780418636398
