teams,att_coef
Arsenal,1.3262538685578729
Aston Villa,1.2143355614782065
Bournemouth,0.9064291379902479
Brentford,0.9646762376997173
Brighton,1.2328058963776602
Burnley,0.6836754583596346
Chelsea,1.0101452391304595
Crystal Palace,0.7113979891137702
Everton,0.7576676188436895
Fulham,0.9716323663416615
Liverpool,1.3486972858073638
Luton Town,0.9202871408023628
Manchester City,1.4931598291821484
Manchester Utd,0.8963623332082623
Newcastle Utd,1.2518205782851772
Nott'ham Forest,0.7863377201448969
Sheffield Utd,0.3868952893480546
Tottenham,1.2733386018557438
West Ham,1.016364127219506
Wolves,0.8477177202535607
