teams,def_coef
Arsenal,-1.0783078257373042
Aston Villa,-0.7970723838157907
Bournemouth,-0.5749930269588543
Brentford,-0.8146765460332536
Brighton,-0.8094185572181122
Burnley,-0.6342799172478023
Chelsea,-0.9322364899508644
Crystal Palace,-0.856251356356456
Everton,-0.7840651272730156
Fulham,-0.7690268228981588
Liverpool,-1.1326479672719214
Luton Town,-0.36510434626555216
Manchester City,-1.3293551173682814
Manchester Utd,-0.8417136586696775
Newcastle Utd,-0.8271890616280121
Nott'ham Forest,-0.6136024239647573
Sheffield Utd,-0.17775699966355324
Tottenham,-0.8178775815001734
West Ham,-0.7090969454214746
Wolves,-0.829485088511035
