teams,att_coef
Arsenal,1.392269499274402
Aston Villa,1.1438424815424157
Bournemouth,0.7904258956164824
Brentford,1.016311070461114
Brighton,1.2001361260304317
Burnley,0.6828001069405699
Chelsea,1.0321889579618293
Crystal Palace,0.7841333656190785
Everton,0.753217731914624
Fulham,1.0259727869788968
Liverpool,1.4447359586598771
Luton Town,0.8389465529383502
Manchester City,1.590246074552555
Manchester Utd,1.0443094664502564
Newcastle Utd,1.2069987161941014
Nott'ham Forest,0.7060721914662468
Sheffield Utd,0.42284005015055726
Tottenham,1.2583897279074974
West Ham,1.0305576922793747
Wolves,0.635605547061343
