teams,def_coef
Arsenal,-1.0244606431463694
Aston Villa,-0.9242121760741508
Bournemouth,-0.5817684227784754
Brentford,-0.9489947440077059
Brighton,-0.8578151628105527
Burnley,-0.7595379073593852
Chelsea,-1.0782859729415204
Crystal Palace,-0.9370662102807887
Everton,-0.8050030973053697
Fulham,-0.8175374808061844
Liverpool,-1.2337518545972512
Luton Town,-0.5898583641313135
Manchester City,-1.3204955964768363
Manchester Utd,-0.9479356773103711
Newcastle Utd,-0.9872014125519589
Nott'ham Forest,-0.6401428361621431
Sheffield Utd,-0.33340885888876104
Tottenham,-0.9284901691040797
West Ham,-0.8433833064613543
Wolves,-0.9199760540017954
