teams,att_coef
Arsenal,1.439643286107302
Aston Villa,1.1685124638955584
Bournemouth,0.7907375964890455
Brentford,0.9421846797959685
Brighton,0.9676854998013672
Burnley,0.6865483405836502
Chelsea,1.0768481589035284
Crystal Palace,0.803547607151241
Everton,0.6319404473519918
Fulham,0.9380906134954584
Liverpool,1.4129517765425954
Luton Town,0.9429418966237164
Manchester City,1.5459055201366134
Manchester Utd,1.0884979413102003
Newcastle Utd,1.2819584951920198
Nott'ham Forest,0.8061302447508368
Sheffield Utd,0.6375401336675918
Tottenham,1.1882754409666985
West Ham,0.9967312621809953
Wolves,0.6533285950536177
