teams,def_coef
Arsenal,-0.9136184517864044
Aston Villa,-0.7197535755258178
Bournemouth,-0.38475915101143865
Brentford,-0.6438132564528538
Brighton,-0.6888973822628689
Burnley,-0.6195955419947904
Chelsea,-0.8914089531088882
Crystal Palace,-0.6384098425482732
Everton,-0.605657223363057
Fulham,-0.6935757159225705
Liverpool,-0.9258036584658577
Luton Town,-0.30947857906044124
Manchester City,-1.227863345113373
Manchester Utd,-0.6358008914499758
Newcastle Utd,-0.6200023956069407
Nott'ham Forest,-0.40988519757462094
Sheffield Utd,-0.18995196433675815
Tottenham,-0.6526348499586866
West Ham,-0.6198912785502861
Wolves,-0.6864488566093857
