teams,def_coef
Arsenal,-1.0101157240302725
Aston Villa,-0.85804229319586
Bournemouth,-0.5643134604766907
Brentford,-0.8450314694548339
Brighton,-0.8266673206602316
Burnley,-0.655484819866738
Chelsea,-1.0001401497259519
Crystal Palace,-0.8371178893732577
Everton,-0.7842150395195242
Fulham,-0.7838861384639348
Liverpool,-1.1810756819130546
Luton Town,-0.46059114129195516
Manchester City,-1.299389641970417
Manchester Utd,-0.8868842567472421
Newcastle Utd,-0.8508979287341755
Nott'ham Forest,-0.6039280973181472
Sheffield Utd,-0.2616712674758098
Tottenham,-0.8485100257660089
West Ham,-0.7845720371234329
Wolves,-0.8879645877361004
