teams,def_coef
Arsenal,-1.42238441712293
Aston Villa,-0.6171824626296887
Bournemouth,-0.6211014570732768
Brentford,-0.6367359328419021
Brighton,-0.7038133962751291
Burnley,-0.46292252539221346
Chelsea,-0.6214583252893212
Crystal Palace,-0.7955960035767041
Everton,-0.8797786361864
Fulham,-0.6944033986174655
Liverpool,-0.9347551023085586
Luton Town,-0.2720491166196914
Manchester City,-1.3436609909613144
Manchester Utd,-0.7081030693228333
Newcastle Utd,-0.6181406436365445
Nott'ham Forest,-0.5632030349070327
Sheffield Utd,-0.10773233724845997
Tottenham,-0.6241405178650358
West Ham,-0.43495226748103627
Wolves,-0.6124380646976451
