teams,att_coef
Arsenal,1.4665680760990822
Aston Villa,1.1753782708006322
Bournemouth,0.7526245488893637
Brentford,0.9731972632233692
Brighton,1.053760964425992
Burnley,0.640535644499978
Chelsea,0.973714782776549
Crystal Palace,0.7595421167794005
Everton,0.6454288629929578
Fulham,0.9645948132206781
Liverpool,1.4463137067414067
Luton Town,1.0096369228792685
Manchester City,1.5218471933815132
Manchester Utd,1.0780467936559248
Newcastle Utd,1.2599393006241777
Nott'ham Forest,0.8046256348077563
Sheffield Utd,0.5185399784949309
Tottenham,1.2459060598465574
West Ham,1.0059469391322662
Wolves,0.7038521267281945
