teams,def_coef
Arsenal,-1.035614166837625
Aston Villa,-0.840001263115922
Bournemouth,-0.5210298864394604
Brentford,-0.7625596045629331
Brighton,-0.8077540479495466
Burnley,-0.6356533315190754
Chelsea,-0.9530974415893069
Crystal Palace,-0.7880785381263196
Everton,-0.7253451339277436
Fulham,-0.7780453566607315
Liverpool,-1.139760911855255
Luton Town,-0.41673557258775734
Manchester City,-1.3233255920263758
Manchester Utd,-0.841563127176153
Newcastle Utd,-0.7932596451736199
Nott'ham Forest,-0.6069073845849297
Sheffield Utd,-0.20467198759399569
Tottenham,-0.8112565318575589
West Ham,-0.72893258537787
Wolves,-0.8403148932790837
