teams,def_coef
Arsenal,-1.0545701524659508
Aston Villa,-0.8656747275754818
Bournemouth,-0.5858852273701004
Brentford,-0.7745998756687053
Brighton,-0.7824851609083288
Burnley,-0.5701613064203696
Chelsea,-0.9057965333391524
Crystal Palace,-0.7822257007614718
Everton,-0.7879066294845193
Fulham,-0.7953109332019836
Liverpool,-1.184525874945753
Luton Town,-0.4312424859226313
Manchester City,-1.258585815017534
Manchester Utd,-0.8817783595366401
Newcastle Utd,-0.8486742255039793
Nott'ham Forest,-0.6164726310739252
Sheffield Utd,-0.26055729456573473
Tottenham,-0.7985475234074206
West Ham,-0.735918817783931
Wolves,-0.8358458012675063
