teams,def_coef
Arsenal,-0.9877282404278855
Aston Villa,-1.0355720891573124
Bournemouth,-0.5881274185481232
Brentford,-0.9906391048242981
Brighton,-0.8044483206148483
Chelsea,-1.0007386288236737
Crystal Palace,-0.9553938238372657
Everton,-0.7616657241978353
Fulham,-0.8716455225736596
Leeds United,-0.4981858817182107
Leicester City,-0.5583738336875629
Liverpool,-1.039318472260191
Manchester City,-1.2803693485914656
Manchester Utd,-1.1067167900195225
Newcastle Utd,-1.2588508136647176
Nott'ham Forest,-0.6180978113102477
Southampton,-0.5740423010265913
Tottenham,-0.6248156868134211
West Ham,-0.8143121925971021
Wolves,-0.8272184569271377
