teams,def_coef
Arsenal,-0.9626264015830507
Aston Villa,-0.7808688358043226
Bournemouth,-0.46057941133821323
Brentford,-0.6604658896338009
Brighton,-0.7257737142241677
Burnley,-0.6257107500162453
Chelsea,-0.9249163293993592
Crystal Palace,-0.6846960734711868
Everton,-0.6483777625701509
Fulham,-0.7623902756427459
Liverpool,-1.0108589303852107
Luton Town,-0.34960469744921485
Manchester City,-1.2695277858100833
Manchester Utd,-0.7002466680435219
Newcastle Utd,-0.7096566113559345
Nott'ham Forest,-0.49626417231837416
Sheffield Utd,-0.2252844999262749
Tottenham,-0.7100537101153266
West Ham,-0.6711854725903847
Wolves,-0.7408709671638215
