teams,att_coef
Arsenal,1.4040337324879077
Aston Villa,1.1937384769080917
Bournemouth,0.8550474148717807
Brentford,1.0015477161249435
Brighton,1.034187372605767
Burnley,0.6937986413561195
Chelsea,1.1520436773727336
Crystal Palace,0.7888253585460212
Everton,0.5858548883283159
Fulham,0.9514676413212787
Liverpool,1.3278971800161483
Luton Town,0.9528389214485287
Manchester City,1.4353735956006564
Manchester Utd,1.0240158364629897
Newcastle Utd,1.3006941938540513
Nott'ham Forest,0.7732506489986785
Sheffield Utd,0.5811291556713178
Tottenham,1.2042829396704242
West Ham,0.9694252074258686
Wolves,0.7705474009283784
