teams,att_coef
Arsenal,1.4246539909053948
Aston Villa,1.150336906197478
Bournemouth,0.792768784684813
Brentford,0.9703272787389932
Brighton,1.0668398567122794
Burnley,0.6495104832735383
Chelsea,1.024957268481593
Crystal Palace,0.7516933503192995
Everton,0.6426916069620472
Fulham,0.9676371889699127
Liverpool,1.4149812071609138
Luton Town,0.9833529849180753
Manchester City,1.5144048959044827
Manchester Utd,1.0776209891496165
Newcastle Utd,1.234647997608263
Nott'ham Forest,0.7866409106317538
Sheffield Utd,0.652007732658166
Tottenham,1.2263385775423385
West Ham,0.9947245559651927
Wolves,0.6738634332158469
