teams,att_coef
Arsenal,1.404743626845318
Aston Villa,1.1196152022436177
Bournemouth,0.8106294024501218
Brentford,0.9846520844630676
Brighton,1.128575487901856
Burnley,0.6567013395523086
Chelsea,1.0321371317355112
Crystal Palace,0.7650780588406416
Everton,0.6553856145328291
Fulham,0.9972199496356573
Liverpool,1.4242032640909634
Luton Town,1.0103102963215467
Manchester City,1.4985790834810775
Manchester Utd,1.054648806778773
Newcastle Utd,1.2205143386776418
Nott'ham Forest,0.7353500422146938
Sheffield Utd,0.598932868639295
Tottenham,1.2344696527760703
West Ham,0.9824882207225302
Wolves,0.6857655280964743
