teams,def_coef
Arsenal,-1.1884514510025883
Aston Villa,-0.9620315444428859
Bournemouth,-0.535028154003231
Brentford,-0.9368376183555136
Brighton,-0.7270091857621276
Burnley,-0.36405793961525607
Chelsea,-0.8941628205261998
Crystal Palace,-0.8530833490357952
Everton,-0.8501590864948867
Fulham,-0.8423565443869189
Liverpool,-1.3093371000764398
Luton Town,-0.6517203438632422
Manchester City,-1.2086164759996552
Manchester Utd,-0.973415749140991
Newcastle Utd,-1.1797151385984481
Nott'ham Forest,-0.8172946250691174
Sheffield Utd,-0.32292006773001103
Tottenham,-0.7492372590396164
West Ham,-0.6616871899617959
Wolves,-0.7669213311626333
