teams,def_coef
Arsenal,-1.1272339538822405
Aston Villa,-0.9421073453192924
Bournemouth,-0.5439877104163333
Brentford,-0.9633665846497927
Brighton,-0.7391995298487957
Burnley,-0.49797954278053286
Chelsea,-0.9198900913565558
Crystal Palace,-0.8980938291198486
Everton,-0.7842937461868752
Fulham,-0.7725147619104138
Liverpool,-1.1812732635554735
Luton Town,-0.5750813455649089
Manchester City,-1.2235538267206425
Manchester Utd,-1.0211511094945183
Newcastle Utd,-1.1627965408720053
Nott'ham Forest,-0.720657509605056
Sheffield Utd,-0.1612195423756824
Tottenham,-0.8233389991038498
West Ham,-0.7515555385104092
Wolves,-0.8045194974632178
