teams,att_coef
Arsenal,1.3968357603582053
Aston Villa,1.165519608073226
Bournemouth,0.7567415423093935
Brentford,1.0139398454321453
Brighton,1.2029651245739221
Burnley,0.6475724905175305
Chelsea,1.0299000887022618
Crystal Palace,0.7875828899348551
Everton,0.7507697398037527
Fulham,1.0475922322091031
Liverpool,1.452998206710135
Luton Town,0.8421425015578208
Manchester City,1.5939510750291397
Manchester Utd,1.0683922319254644
Newcastle Utd,1.228247856575317
Nott'ham Forest,0.6922944800845698
Sheffield Utd,0.4032834791450773
Tottenham,1.26538142112158
West Ham,1.028862324197644
Wolves,0.6250271017388559
