teams,att_coef
Arsenal,1.4090738469912185
Aston Villa,1.17629139686255
Bournemouth,0.6674228613548397
Brentford,1.0454385369856427
Brighton,1.2245576281183523
Burnley,0.6273800179532987
Chelsea,1.0521936666216987
Crystal Palace,0.799662853946011
Everton,0.7116859860201765
Fulham,0.8969780778566878
Liverpool,1.4758302832086485
Luton Town,0.6982714254559733
Manchester City,1.6185066187505532
Manchester Utd,1.1071101653249507
Newcastle Utd,1.2496041947776435
Nott'ham Forest,0.7712994003557101
Sheffield Utd,0.5671838320466168
Tottenham,1.2434818420215077
West Ham,1.0311604249347166
Wolves,0.6268669404132072
