teams,att_coef
Arsenal,1.4172187154425446
Aston Villa,1.1218243147119331
Bournemouth,0.8064729359617647
Brentford,0.9970852707026553
Brighton,1.1336307528723264
Burnley,0.6409289738925792
Chelsea,1.0382273316410477
Crystal Palace,0.7735994949503776
Everton,0.6637251220877584
Fulham,0.9963009200631249
Liverpool,1.431684095173974
Luton Town,1.0261381122567426
Manchester City,1.5146503862502354
Manchester Utd,1.0542756196381344
Newcastle Utd,1.2098431773682632
Nott'ham Forest,0.7437629182382565
Sheffield Utd,0.5200839575478315
Tottenham,1.2440150437489643
West Ham,0.970251927905012
Wolves,0.6962809295464729
