teams,def_coef
Arsenal,-1.0151941136135632
Aston Villa,-0.8358736921071237
Bournemouth,-0.552385725460073
Brentford,-0.8110250130209324
Brighton,-0.8218257866872922
Burnley,-0.6453810779716871
Chelsea,-0.9829807809906883
Crystal Palace,-0.8287890771716857
Everton,-0.76729739103548
Fulham,-0.8061829493523947
Liverpool,-1.1952748001530822
Luton Town,-0.41987741591045596
Manchester City,-1.301545259455913
Manchester Utd,-0.8864253555374668
Newcastle Utd,-0.8430275367886875
Nott'ham Forest,-0.6362523614770264
Sheffield Utd,-0.22314558396989168
Tottenham,-0.8468857037403129
West Ham,-0.7707859534608017
Wolves,-0.877187658385586
