teams,def_coef
Arsenal,-1.0045973110515525
Aston Villa,-0.8853205753452505
Bournemouth,-0.5667362239092194
Brentford,-0.8599973456179104
Brighton,-0.8357727507286142
Burnley,-0.7191171580325996
Chelsea,-1.0016094051982278
Crystal Palace,-0.8585655358620018
Everton,-0.781886152262291
Fulham,-0.7974020366310903
Liverpool,-1.2037929173188358
Luton Town,-0.534894432846669
Manchester City,-1.2864021683750628
Manchester Utd,-0.9008501425007451
Newcastle Utd,-0.8941236070848306
Nott'ham Forest,-0.6355523780977692
Sheffield Utd,-0.27812107364873573
Tottenham,-0.8732662994576937
West Ham,-0.8347523151193109
Wolves,-0.8955230062024494
