teams,def_coef
Arsenal,-1.072625561313764
Aston Villa,-0.8357667895394999
Bournemouth,-0.5797447733466198
Brentford,-0.8327468767307916
Brighton,-0.8143172535948205
Burnley,-0.6418161186401954
Chelsea,-0.9388534538685858
Crystal Palace,-0.8419946380217408
Everton,-0.7765459839678095
Fulham,-0.7952667500138065
Liverpool,-1.1494577930231205
Luton Town,-0.407388617881881
Manchester City,-1.311208399036181
Manchester Utd,-0.8535472445305211
Newcastle Utd,-0.8406034310540424
Nott'ham Forest,-0.6266764506839234
Sheffield Utd,-0.17399510477938962
Tottenham,-0.815441918952919
West Ham,-0.7110402815481414
Wolves,-0.8438285279466294
