teams,att_coef
Arsenal,1.393985758073515
Aston Villa,1.1501985360789981
Bournemouth,0.7924342156058863
Brentford,0.9848674856751856
Brighton,1.1389168905900309
Burnley,0.6721964946097524
Chelsea,0.9869920006810243
Crystal Palace,0.7615350735105931
Everton,0.7107800791038036
Fulham,0.9654679504901045
Liverpool,1.4379964285804387
Luton Town,0.9180114656353439
Manchester City,1.5731731996149867
Manchester Utd,1.0431323116875402
Newcastle Utd,1.2232750393705698
Nott'ham Forest,0.7976629591496106
Sheffield Utd,0.5084808498011032
Tottenham,1.253722134510297
West Ham,1.0182188683564897
Wolves,0.6689522588747301
