teams,def_coef
Arsenal,-1.0065021349802372
Aston Villa,-0.8997722957612108
Bournemouth,-0.567257568181516
Brentford,-0.8808384509958523
Brighton,-0.8558205745865757
Burnley,-0.7377957309110241
Chelsea,-1.0638200377775089
Crystal Palace,-0.8962201825076437
Everton,-0.7845861365738513
Fulham,-0.8054287406239748
Liverpool,-1.230851609698996
Luton Town,-0.5307074520632741
Manchester City,-1.3005511766303817
Manchester Utd,-0.916144100825466
Newcastle Utd,-0.9257545052001904
Nott'ham Forest,-0.6360566060053695
Sheffield Utd,-0.3486266376358721
Tottenham,-0.8925476544341969
West Ham,-0.8552509781665666
Wolves,-0.9199141825809427
