teams,def_coef
Arsenal,-0.9444021401057922
Aston Villa,-0.7212439450547637
Bournemouth,-0.3949553081738404
Brentford,-0.6310136388835207
Brighton,-0.7063708902465048
Burnley,-0.6258879379392168
Chelsea,-0.8968879983096677
Crystal Palace,-0.6578417097447692
Everton,-0.6099145191313166
Fulham,-0.7445559991799953
Liverpool,-0.982841304921326
Luton Town,-0.2920741912687531
Manchester City,-1.2575797507408513
Manchester Utd,-0.6703878502377237
Newcastle Utd,-0.6456043988155682
Nott'ham Forest,-0.4825512712850647
Sheffield Utd,-0.17172672614238518
Tottenham,-0.682775242587522
West Ham,-0.6367015337210096
Wolves,-0.7069915136579282
