teams,def_coef
Arsenal,-1.0233708556548442
Aston Villa,-0.9072451714393851
Bournemouth,-0.5307970675092424
Brentford,-0.9328450374651487
Brighton,-0.8523977901455894
Burnley,-0.7372701817164017
Chelsea,-1.1115115047992392
Crystal Palace,-0.9277292434674193
Everton,-0.7485210747381478
Fulham,-0.8292630723261691
Liverpool,-1.1702580626975254
Luton Town,-0.5540286600822417
Manchester City,-1.3571761876667867
Manchester Utd,-0.9239990403365523
Newcastle Utd,-1.0337999836985374
Nott'ham Forest,-0.6830430874115001
Sheffield Utd,-0.17347196790663627
Tottenham,-0.9111130451560016
West Ham,-0.8449439843992738
Wolves,-0.9151651217106777
