teams,att_coef
Arsenal,1.4771318561210818
Aston Villa,1.1953608461873866
Bournemouth,0.7214164900989265
Brentford,0.9694272249345051
Brighton,1.0153364620982488
Burnley,0.6337509361078741
Chelsea,0.9617347103484225
Crystal Palace,0.7701867620691811
Everton,0.6217120228237413
Fulham,0.9722940740904634
Liverpool,1.471852577875162
Luton Town,1.0129280627942692
Manchester City,1.5335338890512775
Manchester Utd,1.0989804957624687
Newcastle Utd,1.2678912260887647
Nott'ham Forest,0.8170229918328146
Sheffield Utd,0.5104159408850305
Tottenham,1.226896300056128
West Ham,1.0171746826760755
Wolves,0.7049524480981776
