teams,att_coef
Arsenal,1.40444385003795
Aston Villa,1.407359027457921
Bournemouth,0.6040442046449844
Brentford,1.0986956122063005
Brighton,1.282318412564416
Burnley,0.4547107992200764
Chelsea,1.1835933652605322
Crystal Palace,0.6584820457840921
Everton,0.8402588555515599
Fulham,0.5840955458039202
Liverpool,1.3989772037285202
Luton Town,0.5316749707936611
Manchester City,1.6160277539841608
Manchester Utd,0.7975126125671692
Newcastle Utd,1.3964346647536392
Nott'ham Forest,0.8397798509046144
Sheffield Utd,0.57836943970095
Tottenham,1.2486573722996834
West Ham,1.1726982241433779
Wolves,0.9018661885924749
