teams,def_coef
Arsenal,-0.9734857922940175
Aston Villa,-0.8915799504025912
Bournemouth,-0.6032064969089417
Brentford,-0.9819167557357088
Brighton,-0.9177240093809511
Burnley,-0.8257017185139416
Chelsea,-1.184765549262836
Crystal Palace,-0.9872271101890003
Everton,-0.7522763402247608
Fulham,-0.8465770959559206
Liverpool,-1.2349846220410912
Luton Town,-0.1836730350178797
Manchester City,-1.4452927137530027
Manchester Utd,-0.9365217401972047
Newcastle Utd,-0.9948867206360283
Nott'ham Forest,-0.6915984099455518
Sheffield Utd,-0.5583255638818418
Tottenham,-0.9668559592830449
West Ham,-0.9206722949981596
Wolves,-0.9786202123200577
