teams,def_coef
Arsenal,-1.0822638819547363
Aston Villa,-0.9959144160200628
Bournemouth,-0.5832685998013871
Brentford,-0.9369402795173281
Brighton,-0.8364542571271142
Chelsea,-1.0328649555881133
Crystal Palace,-0.9862911708233711
Everton,-0.8172502808488101
Fulham,-0.9061536057197589
Leeds United,-0.5376967033073307
Leicester City,-0.5980347726178615
Liverpool,-1.0170353557548042
Manchester City,-1.252401986873109
Manchester Utd,-1.074452596393552
Newcastle Utd,-1.323786303039631
Nott'ham Forest,-0.5958941914599277
Southampton,-0.607347917061434
Tottenham,-0.7009285388835187
West Ham,-0.8550498117840577
Wolves,-0.8519925295481615
