teams,att_coef
Arsenal,1.4920576413982742
Aston Villa,1.0010191374641029
Bournemouth,0.7167186563549598
Brentford,1.1052784569340104
Brighton,1.354145979588272
Chelsea,0.6452478283174777
Crystal Palace,0.7738288665574585
Everton,0.6386857591355916
Fulham,1.05434766186503
Leeds United,0.958340560794194
Leicester City,0.973078700785792
Liverpool,1.3444891973571067
Manchester City,1.5872923571163902
Manchester Utd,1.0416708286473135
Newcastle Utd,1.2741001903900615
Nott'ham Forest,0.759995599627404
Southampton,0.5730714266825682
Tottenham,1.2849607701452195
West Ham,0.8582313528825172
Wolves,0.5634390279562558
