teams,att_coef
Arsenal,1.37185789510394
Aston Villa,1.1289655072671667
Bournemouth,0.7920640887715469
Brentford,0.9999758251044691
Brighton,1.184511738034268
Burnley,0.6540945684717066
Chelsea,1.0193592159699651
Crystal Palace,0.7789390902100457
Everton,0.7088762202039405
Fulham,0.9736537347531683
Liverpool,1.4436123667317724
Luton Town,0.9114019598524858
Manchester City,1.5683985920820636
Manchester Utd,1.0483756743495263
Newcastle Utd,1.1958748796876602
Nott'ham Forest,0.7654797752940419
Sheffield Utd,0.5065095546288845
Tottenham,1.2547345160610082
West Ham,1.0049157924038237
Wolves,0.6883990050185157
