teams,att_coef
Arsenal,1.355149246123975
Aston Villa,1.1429191590332626
Bournemouth,0.8079943329009402
Brentford,0.9950746449691925
Brighton,1.1885471938088175
Burnley,0.6736362963820527
Chelsea,1.0320367310687535
Crystal Palace,0.791610633097645
Everton,0.7281984061138832
Fulham,0.9953890037463781
Liverpool,1.4377238516883097
Luton Town,0.9304342577764128
Manchester City,1.5636650428190135
Manchester Utd,1.0382378340438443
Newcastle Utd,1.1884508068620008
Nott'ham Forest,0.7495430667366566
Sheffield Utd,0.43922111089881666
Tottenham,1.24949602704188
West Ham,1.0057568043249
Wolves,0.6869155505632681
