teams,def_coef
Arsenal,-1.0074496291615957
Aston Villa,-0.86710739514452
Bournemouth,-0.5465523810800681
Brentford,-0.827971911857834
Brighton,-0.8259450205801359
Burnley,-0.6663761100292834
Chelsea,-0.9967202889848732
Crystal Palace,-0.8291600761781501
Everton,-0.7729782976432327
Fulham,-0.7750852088557787
Liverpool,-1.183785005480445
Luton Town,-0.4740908251517048
Manchester City,-1.276027173871232
Manchester Utd,-0.8946563334979252
Newcastle Utd,-0.8612928808443974
Nott'ham Forest,-0.6218714546629014
Sheffield Utd,-0.24607221365683854
Tottenham,-0.8518402060324225
West Ham,-0.7819362441258074
Wolves,-0.8801868312654507
