teams,def_coef
Arsenal,-1.0543602706339765
Aston Villa,-0.8124618355309656
Bournemouth,-0.559519632285706
Brentford,-0.8079338013434068
Brighton,-0.8230223279816572
Burnley,-0.640338879270912
Chelsea,-0.9381000662420853
Crystal Palace,-0.8120083647982317
Everton,-0.7689794769909332
Fulham,-0.768056704859408
Liverpool,-1.1755365065764225
Luton Town,-0.46389141956112684
Manchester City,-1.2927332288151787
Manchester Utd,-0.8622589687743197
Newcastle Utd,-0.8323862406947156
Nott'ham Forest,-0.6285193434481744
Sheffield Utd,-0.22347995412556207
Tottenham,-0.8472461832678415
West Ham,-0.7557624016412842
Wolves,-0.8633475380138256
