teams,att_coef
Arsenal,1.4697905613601665
Aston Villa,1.1768721997117602
Bournemouth,0.780830209098883
Brentford,0.9607468960071197
Brighton,1.0236191785354403
Burnley,0.6543126124488559
Chelsea,0.980112431940663
Crystal Palace,0.7607398258851933
Everton,0.6282040731676167
Fulham,0.988316839450662
Liverpool,1.4580828536141643
Luton Town,1.0179599981219394
Manchester City,1.5248424360564063
Manchester Utd,1.0863411049124208
Newcastle Utd,1.2679520085511153
Nott'ham Forest,0.796914529190774
Sheffield Utd,0.5048883563730995
Tottenham,1.2141672206968115
West Ham,1.0047307276220245
Wolves,0.7005759372548866
