teams,att_coef
Arsenal,1.5062654196261056
Aston Villa,0.9836217786797534
Bournemouth,0.7242500500652331
Brentford,1.12397848217775
Brighton,1.3477556710009255
Chelsea,0.6724734475342117
Crystal Palace,0.7653842654577069
Everton,0.6029597385747172
Fulham,1.0694609328115328
Leeds United,0.9717573389536142
Leicester City,1.0019633406247743
Liverpool,1.3481796191452236
Manchester City,1.6130323834476985
Manchester Utd,1.0731008559789157
Newcastle Utd,1.2674015124229023
Nott'ham Forest,0.7164535342584074
Southampton,0.571895105470377
Tottenham,1.3011399500579386
West Ham,0.8133830009139278
Wolves,0.5255435727982884
