teams,att_coef
Arsenal,1.5062617641435487
Aston Villa,0.983620178589029
Bournemouth,0.7242362005496976
Brentford,1.1239694472150845
Brighton,1.3477630373520966
Chelsea,0.6724953771728771
Crystal Palace,0.7653968950029917
Everton,0.6029456512278635
Fulham,1.0694536598261755
Leeds United,0.9717992690106163
Leicester City,1.0019324282809332
Liverpool,1.3481736019537474
Manchester City,1.613032652787664
Manchester Utd,1.0731074144730572
Newcastle Utd,1.2674032024453712
Nott'ham Forest,0.7164579030870035
Southampton,0.5718856247286792
Tottenham,1.3011430630066472
West Ham,0.8133871829693876
Wolves,0.5255354461775265
