teams,def_coef
Arsenal,-1.0024933329755794
Aston Villa,-0.891561415033181
Bournemouth,-0.5825765085212801
Brentford,-0.88987230762019
Brighton,-0.8575795616246908
Burnley,-0.7299359460253465
Chelsea,-1.0527146811945898
Crystal Palace,-0.9232056546591609
Everton,-0.7705375470004006
Fulham,-0.7973649969765964
Liverpool,-1.2234874876890351
Luton Town,-0.5192470897783128
Manchester City,-1.3124076333498784
Manchester Utd,-0.9257129828565951
Newcastle Utd,-0.9345144154503681
Nott'ham Forest,-0.6514321355725603
Sheffield Utd,-0.35546821638150833
Tottenham,-0.9031958860241778
West Ham,-0.8639563313717339
Wolves,-0.9217886570108441
